Order_Date,Ship_Date,Units_Sold,Unit_Price,Unit_Cost
10/10/10,11/22/10,2958,9.33,6.92
9/6/15,7/18/15,7351,205.7,117.11
4/20/13,4/20/13,5773,9.33,6.92
10/31/14,10/31/14,260,152.58,97.44
8/14/12,3/10/12,9880,152.58,97.44
6/20/15,8/7/15,5731,9.33,6.92
4/26/14,5/16/14,5943,255.28,159.42
4/24/16,5/24/16,678,152.58,97.44
9/26/10,5/10/10,7127,421.89,364.69
8/26/10,1/10/10,4514,668.27,502.54
3/4/11,4/26/11,9095,47.45,31.79
5/17/16,6/7/16,9154,668.27,502.54
12/29/11,1/29/12,11,651.21,524.96
2/6/15,7/20/15,9013,421.89,364.69
12/21/10,6/1/11,540,437.2,263.33
4/25/14,12/5/14,1003,421.89,364.69
4/9/15,9/26/15,3845,152.58,97.44
1/12/13,12/12/13,4539,47.45,31.79
5/10/12,11/10/12,5590,255.28,159.42
12/25/16,5/2/17,1535,668.27,502.54
2/7/13,11/8/13,3941,47.45,31.79
4/1/13,9/2/13,6406,9.33,6.92
11/30/15,3/12/15,9560,81.73,56.67
9/2/16,11/3/16,6064,9.33,6.92
3/5/12,6/15/12,5611,152.58,97.44
12/27/11,1/24/12,9925,668.27,502.54
2/23/12,8/3/12,7760,9.33,6.92
12/21/10,1/2/11,9902,421.89,364.69
6/21/11,7/30/11,4169,47.45,31.79
2/19/10,7/4/10,410,651.21,524.96
11/23/15,9/1/16,5504,205.7,117.11
6/1/16,7/2/16,8362,109.28,35.84
11/3/10,4/15/10,4927,154.06,90.93
4/28/14,6/16/14,3172,668.27,502.54
4/21/11,4/29/11,8103,154.06,90.93
5/19/15,5/29/15,6756,205.7,117.11
12/5/15,6/20/15,3197,154.06,90.93
5/4/16,5/18/16,3525,81.73,56.67
10/22/12,10/29/12,871,154.06,90.93
6/12/15,9/1/16,396,109.28,35.84
2/16/11,2/25/11,4291,437.2,263.33
3/31/15,5/5/15,6781,81.73,56.67
2/15/12,2/16/12,9120,9.33,6.92
12/15/16,12/25/16,4595,255.28,159.42
4/12/11,7/12/11,3523,47.45,31.79
7/25/10,8/29/10,8252,668.27,502.54
12/2/16,1/4/16,8163,437.2,263.33
5/3/10,4/23/10,4666,255.28,159.42
1/15/17,2/14/17,6204,152.58,97.44
8/25/16,8/25/16,3251,437.2,263.33
2/7/16,7/7/16,3311,421.89,364.69
8/1/10,12/1/10,5921,205.7,117.11
8/16/10,1/10/10,7648,9.33,6.92
1/28/10,7/3/10,7090,9.33,6.92
7/27/12,8/28/12,9878,154.06,90.93
10/14/15,11/21/15,3673,154.06,90.93
5/9/14,9/13/14,3166,154.06,90.93
8/11/12,11/14/12,5083,9.33,6.92
9/3/11,12/4/11,3176,47.45,31.79
12/8/11,8/18/11,3234,255.28,159.42
9/5/13,5/6/13,8072,9.33,6.92
12/9/16,9/25/16,2540,9.33,6.92
8/20/11,9/9/11,8518,421.89,364.69
8/12/11,12/24/11,9916,154.06,90.93
5/7/13,7/13/13,7677,154.06,90.93
4/29/13,5/15/13,4775,421.89,364.69
3/18/13,6/5/13,1215,9.33,6.92
1/18/16,2/13/16,9032,81.73,56.67
8/6/14,6/18/14,7295,668.27,502.54
5/3/17,3/28/17,7101,9.33,6.92
3/15/15,10/4/15,6581,421.89,364.69
1/9/15,10/16/15,5895,47.45,31.79
4/6/15,7/15/15,2237,421.89,364.69
5/21/12,2/7/12,4829,109.28,35.84
11/24/16,5/12/16,9927,154.06,90.93
1/30/10,2/28/10,5817,81.73,56.67
5/10/15,10/13/15,7816,437.2,263.33
5/25/13,6/24/13,3273,437.2,263.33
8/1/10,1/20/10,6568,255.28,159.42
9/22/13,10/28/13,4111,109.28,35.84
9/27/14,10/16/14,9345,109.28,35.84
5/12/11,1/21/12,7745,668.27,502.54
7/28/16,3/9/16,1814,109.28,35.84
9/30/10,10/25/10,6089,109.28,35.84
8/26/11,9/28/11,2137,421.89,364.69
1/11/14,12/19/14,3557,81.73,56.67
2/17/13,3/31/13,978,152.58,97.44
7/31/15,2/8/15,7063,668.27,502.54
9/5/13,5/15/13,1503,668.27,502.54
3/11/13,12/15/13,6021,205.7,117.11
2/15/14,3/22/14,9374,651.21,524.96
5/14/12,11/6/12,2346,109.28,35.84
7/28/11,9/14/11,2756,651.21,524.96
10/22/15,11/28/15,452,154.06,90.93
12/4/11,7/5/11,2313,109.28,35.84
7/19/15,7/26/15,7251,9.33,6.92
2/27/13,3/13/13,1209,205.7,117.11
6/13/12,7/24/12,2160,668.27,502.54
6/13/11,3/7/11,5108,255.28,159.42
1/11/16,12/21/16,7090,651.21,524.96
5/31/17,6/14/17,2174,109.28,35.84
8/19/10,8/30/10,6458,9.33,6.92
5/12/13,1/1/14,3071,651.21,524.96
10/7/15,7/22/15,7176,651.21,524.96
1/19/16,1/23/16,964,109.28,35.84
3/20/17,3/25/17,8659,9.33,6.92
8/6/10,12/6/10,1516,9.33,6.92
11/24/10,11/27/10,2821,421.89,364.69
6/12/15,1/20/16,2891,437.2,263.33
8/5/16,9/6/16,4075,47.45,31.79
5/28/15,6/6/15,5754,668.27,502.54
5/25/17,6/25/17,9337,152.58,97.44
5/5/16,6/16/16,3268,154.06,90.93
11/23/14,12/1/15,8020,421.89,364.69
12/23/12,11/2/13,1097,152.58,97.44
5/8/11,6/8/11,2037,109.28,35.84
7/31/16,2/8/16,7407,421.89,364.69
2/20/12,4/3/12,5804,437.2,263.33
9/1/10,12/2/10,2860,437.2,263.33
6/30/15,7/24/15,6234,154.06,90.93
8/12/15,1/13/16,620,109.28,35.84
11/12/14,1/14/15,2742,9.33,6.92
5/26/13,6/13/13,6353,668.27,502.54
3/30/13,5/4/13,7240,152.58,97.44
10/9/13,10/9/13,8221,154.06,90.93
12/1/15,1/29/15,4144,152.58,97.44
10/29/14,11/11/14,6890,109.28,35.84
9/14/11,9/19/11,368,421.89,364.69
9/18/16,9/19/16,5522,81.73,56.67
9/9/11,1/10/11,5325,437.2,263.33
4/8/13,8/28/13,9782,421.89,364.69
2/3/10,1/4/10,930,81.73,56.67
9/22/16,11/11/16,7835,668.27,502.54
12/10/11,10/17/11,1596,421.89,364.69
7/23/16,2/8/16,343,205.7,117.11
6/30/15,7/8/15,4238,9.33,6.92
3/1/13,3/1/13,472,668.27,502.54
5/8/14,8/31/14,8270,255.28,159.42
6/13/15,12/7/15,3885,47.45,31.79
10/31/11,6/12/11,5605,109.28,35.84
6/6/12,6/19/12,8747,255.28,159.42
7/11/11,12/19/11,659,255.28,159.42
12/2/17,3/22/17,5721,205.7,117.11
12/8/13,9/13/13,344,9.33,6.92
12/4/14,5/28/14,7971,109.28,35.84
5/29/10,7/6/10,4076,81.73,56.67
4/15/13,5/30/13,1162,109.28,35.84
7/22/12,8/27/12,3767,255.28,159.42
10/4/10,4/14/10,3458,9.33,6.92
2/17/17,3/26/17,3833,205.7,117.11
10/27/10,3/11/10,5522,9.33,6.92
11/7/15,7/13/15,1187,9.33,6.92
5/11/14,12/24/14,519,81.73,56.67
2/3/16,4/4/16,5243,668.27,502.54
7/30/16,2/9/16,4113,152.58,97.44
3/27/14,8/5/14,7915,437.2,263.33
2/23/12,3/29/12,4468,205.7,117.11
5/18/14,5/22/14,3618,421.89,364.69
9/15/14,10/18/14,2247,81.73,56.67
7/21/15,7/31/15,9266,255.28,159.42
8/8/16,8/30/16,616,47.45,31.79
1/18/11,1/28/11,4272,47.45,31.79
1/25/12,4/2/12,5238,109.28,35.84
11/3/11,3/28/11,550,255.28,159.42
5/14/12,5/31/12,4276,154.06,90.93
1/17/13,1/24/13,2515,255.28,159.42
11/7/15,5/8/15,8396,668.27,502.54
2/8/15,8/21/15,7081,154.06,90.93
11/15/13,12/14/13,762,421.89,364.69
3/2/12,7/2/12,3662,205.7,117.11
10/16/16,11/20/16,7036,651.21,524.96
11/19/12,12/14/12,4171,9.33,6.92
1/11/12,11/15/12,5384,668.27,502.54
1/15/15,1/22/15,3023,154.06,90.93
2/3/15,4/19/15,6469,9.33,6.92
9/7/17,8/19/17,7133,47.45,31.79
2/13/16,3/15/16,3456,255.28,159.42
12/8/13,7/9/13,5913,255.28,159.42
2/7/17,7/23/17,2008,651.21,524.96
8/21/13,9/16/13,1278,81.73,56.67
10/6/15,7/18/15,290,152.58,97.44
3/9/14,9/20/14,7643,9.33,6.92
10/7/15,7/23/15,8966,437.2,263.33
4/9/15,12/10/15,1921,421.89,364.69
2/2/10,3/16/10,1199,154.06,90.93
5/7/17,8/13/17,3526,651.21,524.96
2/2/16,5/3/16,2654,668.27,502.54
7/5/15,11/6/15,4372,152.58,97.44
3/7/14,4/7/14,1495,668.27,502.54
2/11/13,12/22/13,8874,421.89,364.69
2/12/10,5/1/11,8386,437.2,263.33
12/12/11,4/1/12,3945,152.58,97.44
10/28/12,11/21/12,6491,205.7,117.11
11/7/10,7/17/10,9000,47.45,31.79
6/13/14,11/7/14,1474,152.58,97.44
1/5/12,12/5/12,5952,109.28,35.84
1/12/11,12/18/11,1499,152.58,97.44
7/6/14,6/23/14,9216,152.58,97.44
10/26/10,11/17/10,7231,47.45,31.79
10/18/15,10/26/15,5705,109.28,35.84
1/26/11,6/3/11,1832,205.7,117.11
11/4/17,5/20/17,4835,421.89,364.69
6/21/14,7/14/14,968,668.27,502.54
1/20/14,10/2/14,8518,255.28,159.42
2/22/17,10/4/17,2802,205.7,117.11
10/10/10,10/11/10,1169,255.28,159.42
11/2/17,3/24/17,7999,9.33,6.92
12/21/13,12/27/13,9702,152.58,97.44
4/16/14,5/6/14,9722,205.7,117.11
7/12/16,7/12/16,3532,109.28,35.84
6/23/10,7/23/10,3636,47.45,31.79
3/11/14,11/27/14,4571,421.89,364.69
9/12/16,12/12/16,7904,9.33,6.92
4/30/12,4/5/12,7234,109.28,35.84
7/22/16,7/23/16,3191,47.45,31.79
11/12/15,11/1/16,8436,255.28,159.42
10/23/16,10/11/16,2661,109.28,35.84
5/25/11,5/27/11,7589,651.21,524.96
7/12/11,12/18/11,1977,651.21,524.96
7/30/16,2/9/16,6610,152.58,97.44
11/3/13,11/3/13,9304,255.28,159.42
2/6/13,3/6/13,9910,152.58,97.44
1/14/11,1/31/11,5307,81.73,56.67
12/1/16,2/24/16,4405,255.28,159.42
12/12/12,12/19/12,3148,255.28,159.42
2/14/10,2/22/10,9509,154.06,90.93
2/27/13,3/27/13,8492,109.28,35.84
4/8/13,8/17/13,7135,109.28,35.84
5/15/15,3/7/15,9504,205.7,117.11
8/12/15,9/1/16,1698,255.28,159.42
7/1/10,8/1/10,6846,205.7,117.11
2/15/16,2/19/16,111,651.21,524.96
3/3/12,3/4/12,3684,651.21,524.96
4/1/15,4/2/15,1789,437.2,263.33
1/19/16,3/3/16,5681,109.28,35.84
6/5/15,5/30/15,8646,437.2,263.33
3/20/10,3/31/10,1002,154.06,90.93
3/15/14,3/26/14,5096,255.28,159.42
5/26/15,10/6/15,310,205.7,117.11
7/18/10,8/17/10,8053,437.2,263.33
5/14/16,3/7/16,6769,47.45,31.79
10/20/12,11/20/12,6931,109.28,35.84
5/12/14,12/26/14,6044,9.33,6.92
2/27/16,3/27/16,3644,668.27,502.54
9/10/14,10/10/14,6299,651.21,524.96
8/2/10,3/30/10,2607,81.73,56.67
3/12/13,12/24/13,8197,651.21,524.96
1/5/16,5/31/16,732,47.45,31.79
4/16/12,12/5/12,4903,205.7,117.11
12/21/12,1/13/13,7435,109.28,35.84
6/9/11,9/29/11,2081,152.58,97.44
9/5/10,6/19/10,4629,205.7,117.11
10/15/15,11/15/15,7895,205.7,117.11
12/2/13,2/22/13,6728,421.89,364.69
1/22/15,2/24/15,3008,109.28,35.84
8/29/12,9/16/12,647,651.21,524.96
12/23/16,1/16/17,586,109.28,35.84
5/29/17,6/16/17,5799,47.45,31.79
11/10/15,10/21/15,6292,651.21,524.96
12/20/14,11/1/15,4099,205.7,117.11
2/25/15,9/3/15,8289,437.2,263.33
7/23/17,7/28/17,9961,651.21,524.96
2/14/13,2/26/13,7243,255.28,159.42
7/27/16,3/8/16,298,651.21,524.96
5/3/17,9/3/17,6317,81.73,56.67
9/11/12,8/12/12,4525,437.2,263.33
12/18/13,3/2/14,1176,668.27,502.54
1/10/16,4/11/16,4556,421.89,364.69
5/10/14,10/13/14,9983,154.06,90.93
4/3/10,4/22/10,4805,9.33,6.92
5/1/10,1/26/10,3402,668.27,502.54
10/22/14,10/31/14,2186,668.27,502.54
11/10/14,11/11/14,4598,421.89,364.69
12/5/16,5/31/16,6112,255.28,159.42
9/16/15,10/31/15,9234,154.06,90.93
8/1/10,2/18/10,8499,205.7,117.11
4/7/16,4/8/16,5475,154.06,90.93
7/29/15,7/29/15,3760,668.27,502.54
12/3/15,4/4/15,3985,109.28,35.84
1/11/16,8/12/16,8809,255.28,159.42
4/9/11,9/20/11,7927,437.2,263.33
1/9/14,1/9/14,3061,154.06,90.93
2/5/15,5/18/15,2966,437.2,263.33
10/27/11,10/31/11,8429,81.73,56.67
9/18/14,1/11/14,7266,255.28,159.42
8/12/12,3/1/13,9327,154.06,90.93
5/31/15,1/7/15,1491,152.58,97.44
12/24/16,12/25/16,2670,205.7,117.11
4/5/17,5/26/17,8805,9.33,6.92
3/29/17,3/5/17,7871,47.45,31.79
9/22/14,10/16/14,4872,47.45,31.79
6/19/16,7/26/16,6845,109.28,35.84
8/4/11,4/16/11,7856,255.28,159.42
9/23/11,10/28/11,4005,437.2,263.33
7/23/12,7/28/12,8421,668.27,502.54
2/18/17,7/3/17,6266,668.27,502.54
9/12/10,12/19/10,9732,81.73,56.67
10/29/10,3/12/10,3042,651.21,524.96
10/13/15,11/13/15,7452,154.06,90.93
9/15/10,9/16/10,6247,9.33,6.92
8/22/15,9/28/15,9745,437.2,263.33
1/11/13,12/14/13,294,152.58,97.44
8/2/16,2/18/16,7276,205.7,117.11
8/13/11,9/29/11,2099,81.73,56.67
2/2/17,3/20/17,3208,47.45,31.79
6/20/12,4/7/12,1075,81.73,56.67
10/27/12,12/16/12,3205,437.2,263.33
7/30/11,9/8/11,9135,47.45,31.79
7/30/14,11/9/14,5433,437.2,263.33
2/8/13,11/8/13,695,255.28,159.42
10/18/12,10/25/12,553,152.58,97.44
6/17/17,6/17/17,2668,651.21,524.96
12/19/14,1/26/15,1732,255.28,159.42
6/25/16,7/30/16,4469,9.33,6.92
4/26/15,7/6/15,4633,9.33,6.92
5/28/13,6/22/13,8010,651.21,524.96
7/18/17,8/26/17,7419,109.28,35.84
11/14/12,2/1/13,7707,81.73,56.67
5/2/12,2/15/12,755,81.73,56.67
6/11/13,12/19/13,474,205.7,117.11
12/1/14,1/13/14,7805,81.73,56.67
11/3/17,3/19/17,5724,437.2,263.33
2/1/10,1/22/10,4234,437.2,263.33
4/7/10,7/13/10,5371,668.27,502.54
4/16/11,5/22/11,8204,668.27,502.54
1/8/13,8/23/13,3831,437.2,263.33
11/26/15,12/26/15,381,437.2,263.33
3/30/10,4/5/10,8016,9.33,6.92
7/3/16,4/25/16,3928,154.06,90.93
6/27/16,8/15/16,7340,255.28,159.42
6/12/13,1/23/14,4509,152.58,97.44
7/5/12,2/6/12,3719,9.33,6.92
7/11/12,12/25/12,288,109.28,35.84
1/16/10,1/3/10,1565,668.27,502.54
12/16/10,1/16/11,1930,154.06,90.93
11/2/16,3/22/16,7794,109.28,35.84
9/26/15,7/11/15,2599,437.2,263.33
6/4/16,4/22/16,1818,421.89,364.69
4/11/13,11/12/13,7958,152.58,97.44
2/4/13,8/5/13,5553,47.45,31.79
7/20/16,8/26/16,6171,668.27,502.54
9/20/11,10/15/11,3411,668.27,502.54
4/21/14,5/15/14,7903,109.28,35.84
8/18/10,8/9/10,2308,437.2,263.33
3/8/14,9/14/14,6318,668.27,502.54
4/11/10,11/30/10,1657,421.89,364.69
8/19/11,8/10/11,7080,205.7,117.11
9/2/15,12/2/15,3373,81.73,56.67
9/15/16,9/30/16,8353,9.33,6.92
4/12/12,1/1/13,1869,205.7,117.11
8/9/12,9/30/12,801,437.2,263.33
1/11/10,11/12/10,4059,651.21,524.96
8/18/14,1/9/14,7587,668.27,502.54
5/4/17,5/14/17,9358,668.27,502.54
5/10/16,11/23/16,4377,9.33,6.92
3/28/12,6/5/12,9679,152.58,97.44
3/20/15,5/5/15,9333,437.2,263.33
7/25/15,10/8/15,9438,421.89,364.69
7/30/15,6/9/15,3121,421.89,364.69
1/17/11,1/26/11,5546,437.2,263.33
8/3/10,3/27/10,8905,47.45,31.79
10/9/14,9/28/14,7420,152.58,97.44
12/27/15,12/2/16,2347,205.7,117.11
10/2/14,2/17/14,6972,421.89,364.69
12/19/13,1/29/14,1613,437.2,263.33
11/12/13,12/12/13,8618,152.58,97.44
4/15/17,5/18/17,7366,9.33,6.92
2/26/13,8/4/13,9270,437.2,263.33
9/17/10,6/10/10,2771,437.2,263.33
9/8/12,4/9/12,8343,668.27,502.54
12/3/11,3/17/11,3491,154.06,90.93
1/16/15,4/2/15,7751,154.06,90.93
9/11/14,11/21/14,7691,205.7,117.11
7/17/17,3/9/17,1909,668.27,502.54
2/22/12,3/15/12,6035,651.21,524.96
6/28/11,8/16/11,7730,437.2,263.33
7/17/10,8/14/10,1686,437.2,263.33
11/22/12,12/16/12,4628,255.28,159.42
8/11/11,12/17/11,309,109.28,35.84
5/12/16,12/1/17,4517,255.28,159.42
3/15/12,8/4/12,68,81.73,56.67
5/2/13,2/20/13,1812,47.45,31.79
8/3/17,3/23/17,1627,81.73,56.67
6/7/15,8/20/15,3426,255.28,159.42
7/24/11,1/8/11,8150,81.73,56.67
12/6/17,9/7/17,8773,421.89,364.69
12/4/12,4/20/12,5301,205.7,117.11
2/2/14,2/28/14,9769,154.06,90.93
6/22/15,7/30/15,1244,651.21,524.96
1/31/10,2/17/10,826,437.2,263.33
7/31/11,8/27/11,6643,81.73,56.67
12/19/11,1/28/12,8858,154.06,90.93
8/30/15,9/20/15,4663,9.33,6.92
6/1/13,2/20/13,3281,255.28,159.42
5/16/14,12/6/14,967,437.2,263.33
12/29/15,2/13/16,6007,205.7,117.11
1/6/11,6/16/11,3719,651.21,524.96
5/22/10,8/6/10,1451,9.33,6.92
5/17/12,4/6/12,3583,205.7,117.11
4/27/10,6/16/10,6527,47.45,31.79
2/3/17,1/4/17,3724,255.28,159.42
8/21/16,2/10/16,649,437.2,263.33
6/13/12,6/20/12,9806,81.73,56.67
12/14/16,12/23/16,5731,255.28,159.42
1/24/17,2/13/17,9992,9.33,6.92
11/28/15,12/25/15,6188,47.45,31.79
11/20/13,11/22/13,4947,47.45,31.79
6/20/12,7/24/12,8932,421.89,364.69
5/26/10,12/7/10,7835,651.21,524.96
1/23/15,2/22/15,3379,152.58,97.44
12/23/15,2/1/16,4319,9.33,6.92
4/19/11,5/19/11,1442,109.28,35.84
8/8/11,8/23/11,2565,668.27,502.54
5/22/13,5/30/13,7536,255.28,159.42
9/6/10,7/20/10,3235,109.28,35.84
9/24/12,9/29/12,8574,47.45,31.79
5/23/12,6/26/12,9494,154.06,90.93
7/3/10,3/28/10,3970,668.27,502.54
9/14/11,9/14/11,7006,109.28,35.84
1/23/16,11/2/16,5639,437.2,263.33
1/23/12,3/2/12,3936,421.89,364.69
4/18/12,5/13/12,7995,205.7,117.11
6/29/11,8/16/11,946,651.21,524.96
1/1/13,1/29/13,7951,109.28,35.84
6/21/17,6/26/17,1202,651.21,524.96
6/17/11,7/16/11,4923,651.21,524.96
8/30/16,9/10/16,367,255.28,159.42
2/6/10,7/13/10,823,255.28,159.42
7/10/12,10/29/12,6606,651.21,524.96
11/7/14,8/20/14,66,255.28,159.42
5/15/11,6/19/11,582,668.27,502.54
5/3/15,3/19/15,9566,47.45,31.79
5/19/12,10/6/12,5459,81.73,56.67
3/20/13,4/4/13,8736,255.28,159.42
1/14/10,2/24/10,6902,668.27,502.54
5/30/11,5/6/11,9492,47.45,31.79
10/8/15,8/20/15,3075,437.2,263.33
5/25/14,7/6/14,6248,421.89,364.69
12/18/11,1/1/12,4641,437.2,263.33
7/25/13,8/19/13,5916,437.2,263.33
2/28/14,4/16/14,4765,651.21,524.96
8/5/17,6/20/17,7912,47.45,31.79
7/6/16,6/21/16,9111,421.89,364.69
10/5/13,8/6/13,4149,109.28,35.84
11/27/14,4/1/15,5842,81.73,56.67
10/19/13,10/28/13,9041,154.06,90.93
3/3/15,4/21/15,5624,109.28,35.84
1/26/10,2/19/10,9503,205.7,117.11
2/17/17,1/4/17,1620,152.58,97.44
9/8/10,1/9/10,4948,205.7,117.11
11/1/15,5/2/15,9493,9.33,6.92
7/29/10,8/18/10,7291,9.33,6.92
7/22/12,8/8/12,7409,154.06,90.93
8/18/14,9/28/14,946,154.06,90.93
4/22/15,4/23/15,6031,437.2,263.33
2/27/14,3/23/14,2826,81.73,56.67
8/13/15,3/9/15,8523,651.21,524.96
7/1/10,1/27/10,2346,9.33,6.92
4/15/15,5/20/15,549,668.27,502.54
7/14/12,8/26/12,1420,437.2,263.33
6/14/10,6/25/10,274,9.33,6.92
3/17/11,5/4/11,4462,205.7,117.11
7/4/14,11/5/14,8361,205.7,117.11
7/28/12,2/9/12,8385,154.06,90.93
2/7/11,8/17/11,7975,255.28,159.42
6/27/17,12/8/17,2605,255.28,159.42
7/13/11,7/18/11,4780,421.89,364.69
7/22/13,1/8/13,9035,437.2,263.33
6/25/10,7/27/10,6938,47.45,31.79
12/31/12,7/1/13,2089,651.21,524.96
11/12/13,12/19/13,5116,9.33,6.92
12/10/14,5/11/14,8681,205.7,117.11
4/4/14,3/5/14,2476,154.06,90.93
8/3/12,3/20/12,8225,154.06,90.93
3/23/13,3/23/13,4683,81.73,56.67
7/14/15,8/18/15,2636,205.7,117.11
7/17/14,8/29/14,9901,154.06,90.93
4/29/14,5/16/14,6327,205.7,117.11
3/26/16,4/5/16,8794,81.73,56.67
7/2/15,3/29/15,6213,81.73,56.67
8/18/10,9/20/10,4526,205.7,117.11
2/23/11,3/27/11,1707,152.58,97.44
8/9/14,10/10/14,2761,421.89,364.69
12/10/12,9/11/12,4724,668.27,502.54
12/15/16,12/20/16,1663,255.28,159.42
1/29/17,11/2/17,9677,152.58,97.44
6/14/15,7/21/15,1896,668.27,502.54
7/6/15,3/7/15,3481,81.73,56.67
2/2/10,2/21/10,6625,437.2,263.33
8/4/16,4/26/16,5550,9.33,6.92
3/30/10,10/4/10,1513,437.2,263.33
9/10/14,11/10/14,7798,668.27,502.54
1/15/12,2/16/12,4724,152.58,97.44
1/8/15,6/8/15,4639,651.21,524.96
6/30/13,7/14/13,6922,9.33,6.92
2/2/10,2/17/10,2986,47.45,31.79
10/7/14,12/7/14,1272,437.2,263.33
4/20/14,5/23/14,2255,651.21,524.96
5/12/16,7/12/16,3438,437.2,263.33
10/28/15,11/18/15,4358,109.28,35.84
10/31/16,7/12/16,1583,421.89,364.69
9/22/11,9/29/11,3711,81.73,56.67
3/4/12,8/5/12,6372,437.2,263.33
11/2/16,12/3/16,7227,9.33,6.92
7/9/10,10/20/10,969,255.28,159.42
9/16/14,10/25/14,4321,255.28,159.42
1/12/13,12/19/13,1037,651.21,524.96
3/4/10,5/21/10,6905,109.28,35.84
6/7/10,5/8/10,4742,152.58,97.44
12/21/14,1/23/15,9395,205.7,117.11
8/17/13,8/27/13,2746,437.2,263.33
5/9/12,7/10/12,8705,154.06,90.93
10/8/15,8/14/15,8214,9.33,6.92
10/22/11,9/12/11,4248,152.58,97.44
5/9/10,9/25/10,6810,81.73,56.67
8/2/15,3/23/15,7938,651.21,524.96
11/2/10,8/3/10,6699,651.21,524.96
1/28/12,10/3/12,4190,81.73,56.67
6/12/11,9/12/11,8543,47.45,31.79
10/28/16,2/12/16,9918,255.28,159.42
1/15/16,5/3/16,5508,109.28,35.84
1/25/15,2/17/15,4536,81.73,56.67
3/9/16,9/23/16,3257,651.21,524.96
2/15/17,6/3/17,9958,651.21,524.96
7/13/17,8/18/17,9955,9.33,6.92
1/7/12,8/19/12,597,255.28,159.42
8/18/16,9/14/16,6265,9.33,6.92
4/20/15,4/21/15,3368,152.58,97.44
11/17/13,12/28/13,5351,437.2,263.33
3/27/11,4/23/11,7686,205.7,117.11
1/31/11,4/3/11,2878,668.27,502.54
8/20/10,9/29/10,5463,81.73,56.67
11/12/11,2/1/12,7010,152.58,97.44
7/25/10,9/8/10,1115,255.28,159.42
6/22/14,4/8/14,8410,152.58,97.44
7/26/17,7/9/17,1555,109.28,35.84
6/1/11,2/15/11,243,651.21,524.96
8/5/17,5/30/17,6197,255.28,159.42
11/12/10,12/29/10,8172,205.7,117.11
1/9/12,9/18/12,6955,668.27,502.54
5/20/10,8/7/10,363,205.7,117.11
9/26/15,9/30/15,8244,154.06,90.93
5/12/14,12/19/14,7479,421.89,364.69
5/17/10,8/6/10,6978,651.21,524.96
11/30/16,9/12/16,2683,205.7,117.11
2/8/12,8/22/12,2569,437.2,263.33
7/29/10,7/9/10,1641,651.21,524.96
7/20/17,3/8/17,6934,154.06,90.93
1/10/14,10/28/14,2516,668.27,502.54
6/10/14,3/11/14,4485,109.28,35.84
4/24/12,4/27/12,5971,255.28,159.42
6/10/10,7/10/10,2137,668.27,502.54
2/10/10,10/14/10,5173,205.7,117.11
12/25/13,1/29/14,9303,9.33,6.92
11/13/11,11/24/11,5783,651.21,524.96
10/1/12,2/22/12,7898,421.89,364.69
10/14/11,3/11/11,5967,651.21,524.96
9/2/17,3/31/17,2337,255.28,159.42
5/2/16,2/27/16,6388,255.28,159.42
1/19/13,5/3/13,9532,205.7,117.11
2/20/17,2/3/17,211,255.28,159.42
10/11/15,8/12/15,8898,205.7,117.11
9/19/16,2/11/16,3099,47.45,31.79
2/18/13,5/3/13,2350,109.28,35.84
12/16/10,1/26/11,3217,255.28,159.42
4/2/17,6/3/17,4300,109.28,35.84
8/1/13,11/2/13,1228,154.06,90.93
7/25/11,6/8/11,1664,81.73,56.67
2/4/15,4/19/15,298,668.27,502.54
7/15/12,7/27/12,3855,154.06,90.93
11/16/11,5/1/12,6089,421.89,364.69
3/14/15,4/28/15,2787,47.45,31.79
2/28/14,4/19/14,6766,437.2,263.33
8/14/16,9/17/16,2875,47.45,31.79
7/23/12,7/23/12,2993,668.27,502.54
5/10/15,10/23/15,1032,152.58,97.44
7/21/14,5/9/14,7934,152.58,97.44
6/26/13,6/26/13,6672,109.28,35.84
5/16/14,6/28/14,7253,205.7,117.11
7/15/12,8/27/12,1711,668.27,502.54
9/19/15,9/30/15,9114,109.28,35.84
7/26/17,8/16/17,560,437.2,263.33
7/8/16,11/9/16,4181,152.58,97.44
5/23/12,6/17/12,136,81.73,56.67
9/12/16,12/15/16,5618,437.2,263.33
6/1/13,10/1/13,9851,437.2,263.33
12/18/10,1/21/11,9090,154.06,90.93
8/13/14,5/9/14,1621,152.58,97.44
7/7/17,8/14/17,2760,651.21,524.96
7/4/14,4/13/14,9858,437.2,263.33
11/23/11,11/1/12,7293,81.73,56.67
4/12/10,1/18/11,1477,668.27,502.54
9/24/16,7/10/16,5852,81.73,56.67
11/1/13,2/17/13,5892,154.06,90.93
10/2/11,3/19/11,4101,47.45,31.79
4/10/15,11/21/15,5017,437.2,263.33
11/17/13,12/28/13,206,47.45,31.79
5/3/16,7/3/16,3266,152.58,97.44
6/24/15,6/29/15,4829,81.73,56.67
2/4/13,12/5/13,7554,668.27,502.54
10/27/15,11/24/15,1134,668.27,502.54
2/6/15,12/6/15,7293,47.45,31.79
9/16/16,9/29/16,4787,109.28,35.84
11/4/10,9/5/10,4400,651.21,524.96
9/4/14,12/5/14,3950,205.7,117.11
1/17/10,5/2/10,3286,152.58,97.44
5/2/14,2/23/14,9288,668.27,502.54
10/9/13,2/10/13,867,421.89,364.69
5/2/16,2/18/16,3965,154.06,90.93
